"Region","Rainfall (mm)","Temperature (C)","Fertiliser (kg/ha)","Chemical Weed Control (kg/ha)","Irrigation","Soil Organic Matter (%)","Seed Strain","Tractor Brand","Yield (t/ha)"
"Free State",-1.03187703172546,-1.16809824938517,-0.572624358722306,-1.28308730275062,"Rainfed",0.535631711244195,"Pannar","John Deere",6.10974071460176
"Free State",-0.853669224663434,-0.337700267516278,-0.360132124428554,0.251689238530415,"Rainfed",-1.59773468641439,"Pioneer","John Deere",5.71155918749192
"Free State",-0.776705441664924,1.54901279422996,-0.680818754300971,-0.845251826178637,"Rainfed",-0.954467719181459,"Dekalb","John Deere",3.57149296133021
"Free State",0.381874363116225,-0.597199636850308,1.47748409243453,0.682467595265105,"Rainfed",-0.38448433049405,"Pannar","John Deere",7.1674628635324
"Free State",-0.15458152909363,-1.60466777661772,-0.663803789330016,-0.117633366287859,"Rainfed",-0.241988483322199,"Pannar","New Holland",5.27478262213242
"Free State",0.464335559186058,-1.13451597805959,0.0371867904275504,-0.815700136859977,"Rainfed",-0.307129442029331,"Pioneer","John Deere",6.2698869774978
"North West",0.347973649176405,1.47574238406506,-1.02345598783821,-0.256276366424655,"Rainfed",-0.168704904776674,"Pannar","John Deere",5.71102854143053
"Free State",1.49922356986246,-1.14672771308708,1.75972469458631,0.125690244768767,"Rainfed",0.954976632921359,"Pioneer","John Deere",8.66491482506429
"Free State",-0.271401556859227,-0.844487271156854,1.33266206233824,-0.72013497239665,"Rainfed",0.197712987950945,"Dekalb","John Deere",6.49731895020071
"Mpumalanga",1.10478418199509,-0.294959194920085,-0.723161338885178,0.0748201726082879,"Rainfed",0.893906984133424,"Pannar","New Holland",6.55384852127351
"Free State",-0.599413870114784,-0.160630109617765,-0.507292088642992,-0.605897845030488,"Irrigated",0.527489091405803,"Dekalb","Case",7.36506600880556
"Free State",-0.368522521119252,1.16129020710735,0.546726542954683,1.85718400151431,"Rainfed",0.592630050112935,"Dekalb","New Holland",7.58653339877011
"Free State",0.294831989486957,-0.560564431767857,-0.312853901150482,0.0607059329337041,"Rainfed",0.564130880678564,"Pannar","New Holland",6.81895987482843
"Free State",-0.181152358938355,0.636185600925549,-0.308048147685404,-0.372571820410027,"Rainfed",-0.449625289201182,"Dekalb","New Holland",5.16576353374326
"Mpumalanga",0.632006657861384,0.425533171701455,0.651803693042486,-0.347430830989674,"Rainfed",-0.453696599120379,"Dekalb","John Deere",6.34289996468594
"North West",-0.511913378729572,1.15823727335048,1.51891748041723,-0.847310152797847,"Irrigated",-1.14989059530286,"Pioneer","New Holland",6.05120929741065
"Free State",-0.659427296143384,-1.62909124667268,-1.00514217057939,1.48492093009717,"Rainfed",0.979404492436534,"Dekalb","John Deere",6.16500110015451
"Mpumalanga",0.986131683205722,-0.371282538841858,-1.31439890031865,-0.303176808676657,"Rainfed",0.332066215284405,"Pannar","John Deere",6.93411172623887
"Free State",-0.422122298564644,-0.737634589666372,0.618812844930864,0.0208626105189942,"Rainfed",1.63895669934625,"Pannar","New Holland",6.11878508171835
"Free State",-0.870619581633345,-0.127047838292184,-1.25322295756048,0.0942272521608404,"Rainfed",0.116286789567029,"Pioneer","Case",2.87467128553021
"Free State",-0.270943439103284,0.862102698933999,-0.187254884914506,-0.486808947776188,"Rainfed",0.185499058193357,"Pioneer","John Deere",4.54449696634265
"Mpumalanga",1.77180363464885,1.13686673705238,-0.728226862807829,0.124955128119049,"Rainfed",0.226212157385316,"Pannar","New Holland",8.29452284238631
"Free State",-0.78403532576002,1.22540181600164,-0.223622748974561,3.77407417731871,"Rainfed",0.148857268920596,"Pannar","John Deere",6.74873801691032
"Mpumalanga",0.954979675801563,-0.127047838292184,-0.163485888046683,-0.325524354828081,"Rainfed",1.19111260823471,"Pioneer","Case",6.90543874491799
"Mpumalanga",-0.110602224523053,-0.835328469886241,1.5367117567609,-0.767623507968427,"Rainfed",-1.34938478134345,"Dekalb","John Deere",6.92064353543946
"Mpumalanga",0.506940510488805,-0.163683043374635,-0.198684785047666,1.42170089822143,"Rainfed",0.152928578839791,"Pannar","John Deere",6.84379621279963
"Free State",0.521600278678997,-0.459817617791116,-0.560674917674002,-1.04976127813016,"Rainfed",0.0877876201326586,"Dekalb","John Deere",6.74144047595744
"Mpumalanga",2.57580029632972,0.0378105845788468,-0.00905235102023433,0.376659068982458,"Rainfed",1.35803631492174,"Pioneer","John Deere",8.60230160842149
"Mpumalanga",1.02598792797281,0.523227051921325,-0.20998479995204,1.36480286953326,"Rainfed",1.83845088538684,"Dekalb","New Holland",6.96360771908569
"Mpumalanga",0.380958127604339,0.526279985678196,-0.601718649970351,0.577345914355445,"Rainfed",1.52088871168957,"Pioneer","Case",5.23792807992514
"Free State",0.757530922989907,-1.88248474849297,0.110831715149162,0.692171135041381,"Rainfed",1.2073978479115,"Pioneer","John Deere",7.13775347078896
"Free State",-0.826640277062767,0.596497462086227,-0.649906069849924,-0.697346356255395,"Rainfed",-0.237917173403002,"Dekalb","John Deere",4.33091769888932
"Free State",-0.780828501468416,-0.60330550436405,-0.556258819895281,0.818905245452747,"Rainfed",1.8791639845788,"Dekalb","Case",6.11434743690367
"Free State",-0.374019934190574,-0.142312507076538,0.992102992461575,0.900797240231321,"Rainfed",0.625200529466501,"Pioneer","John Deere",6.96684493337928
"Mpumalanga",1.62337348172315,-0.17894771215899,-0.922535165071553,-1.23221723059014,"Rainfed",-0.543265417342686,"Dekalb","John Deere",7.62351388054132
"Free State",-0.315380861429804,0.0744457896612972,-0.667440575736022,0.405622664981343,"Rainfed",-0.950396409262263,"Dekalb","Case",6.16121714181492
"Free State",-0.784493443515964,-0.169788910888377,0.296957247999374,-0.594430025294889,"Rainfed",-0.237917173403002,"Dekalb","John Deere",6.08645960036404
"Free State",-0.254909317645261,-1.86111421219488,2.6200844500642,-0.610161521598852,"Rainfed",1.4964608521744,"Pannar","John Deere",7.99325682248716
"Mpumalanga",0.85694247602965,0.428586105458326,0.151615676987939,0.0773195692173286,"Rainfed",-0.209418003968633,"Pannar","John Deere",6.35569430807634
"Free State",-1.20275495469239,0.272886483857909,-1.7712052499587,-0.516948730414622,"Rainfed",-0.360056470978876,"Pioneer","John Deere",3.69435092062743
"Mpumalanga",2.27252634189511,-0.560564431767857,1.82336845669141,0.577639961015332,"Rainfed",0.19364167803175,"Pioneer","John Deere",9.34369482078647
"Free State",-0.962701250577991,-0.0385127593429266,-0.454818456213484,1.8035204860849,"Rainfed",-0.20127538413024,"Dekalb","New Holland",5.9544937479265
"Free State",-0.0707459797559674,-0.261376923594505,0.355015945266677,0.113340285053506,"Irrigated",-0.140205735342303,"Pannar","Case",6.13511240550705
"North West",-0.220550485949497,1.3872073051158,-0.459883980136135,-0.854367272635139,"Rainfed",0.629271839385697,"Dekalb","John Deere",6.27462774082674
"North West",0.0538620498606689,2.61448667537792,0.195776654775149,1.29761320774904,"Rainfed",0.90612091389101,"Pioneer","John Deere",5.20732975962403
"North West",-0.979193489791958,1.18571367716232,1.09432266751609,0.0192453538896146,"Rainfed",-0.323414681706115,"Pannar","John Deere",5.38395502044672
"Free State",-1.15327823705049,0.0591811208769434,-0.27830443029343,3.97990683923972,"Rainfed",-0.25013110316059,"Pannar","John Deere",4.75898646118762
"Free State",0.989338507497326,0.404162635403359,-1.00748010469754,-0.652063170632772,"Rainfed",0.104072859809442,"Dekalb","New Holland",6.34910742326899
"Mpumalanga",1.93306108474097,0.336998092752199,0.404242446976537,0.372836462403925,"Rainfed",1.52496002160877,"Pannar","John Deere",8.82643568122807
"Free State",0.438680964853221,0.529332919435067,1.50995539963101,0.535444265321525,"Rainfed",0.458276822779475,"Pioneer","John Deere",7.55119514635689
"Mpumalanga",0.461128734894454,-0.267482791108247,1.97663302665879,0.469577813506801,"Rainfed",0.0959302399710511,"Dekalb","John Deere",7.88768957568547
"Free State",0.663158665265544,1.25593115357035,-0.329868866121437,-0.27333107269811,"Rainfed",0.205855607789338,"Dekalb","John Deere",6.47689866020204
"Free State",-0.217343661657892,-0.282747459892602,0.809094705102225,-0.889946918481485,"Rainfed",-0.490338388393141,"Dekalb","Case",6.80522837824115
"Mpumalanga",1.02690416348469,1.07580806191496,-0.829277570803268,1.57519325468252,"Rainfed",-0.718331743868105,"Pannar","John Deere",6.31431934336508
"Free State",-0.252618728865543,-1.57108550529214,3.20171050456751,-1.0853409239765,"Rainfed",0.889835674214226,"Dekalb","Case",7.09804525209739
"Free State",-1.30354086099997,-0.0354598255860562,0.129275417636762,-0.234075843603174,"Rainfed",0.0145040415871355,"Dekalb","New Holland",5.67977828601798
"Free State",-0.703406600713962,0.929267241585159,-0.577040456501027,0.39768340516439,"Rainfed",-0.19313276429185,"Dekalb","John Deere",4.71427646894503
"Free State",0.206873380345803,-1.1131454417615,1.21628489734606,0.46502009027855,"Rainfed",0.20178429787014,"Dekalb","New Holland",8.26917365668318
"Free State",-0.100065516136352,-1.06429850165156,-0.509500137532353,3.00528918504373,"Rainfed",1.51681740177038,"Dekalb","John Deere",8.26892955395833
"Free State",-0.787700267807568,-1.05208676662408,-0.953837505208958,-1.64829325433047,"Rainfed",-0.938182479504676,"Dekalb","John Deere",4.92147044601734
"North West",-1.61506093504156,0.590391594572486,-0.761087825690665,-0.651328053983054,"Rainfed",-0.897469380312719,"Dekalb","New Holland",3.00984049219163
"Free State",0.479453445132194,-0.92996941634924,0.0347189710806181,-1.43261002930324,"Rainfed",0.0145040415871355,"Pannar","John Deere",7.33900847944792
"North West",-2.02553444436695,1.96726471892128,0.414763150508196,-0.927437867617098,"Rainfed",-0.726474363706495,"Pannar","Case",4.9019260583934
"North West",-1.56146115759616,-0.304117996190698,-0.76758208712996,0.0921689255416305,"Rainfed",-0.734616983544888,"Dekalb","John Deere",5.45035663131616
"Mpumalanga",1.27474586945014,-0.00187755426047613,0.0548511815424342,-1.10357181688951,"Rainfed",0.503061231890629,"Pannar","John Deere",6.63271845196202
"Free State",0.255891980231759,0.663662004737388,1.01872946436269,0.856249171258417,"Rainfed",0.523417781486607,"Dekalb","John Deere",6.51255928587938
"Free State",-0.324085098792731,1.55206572798683,-0.468456405236005,-0.915381954561724,"Rainfed",-1.50002324835369,"Pioneer","John Deere",4.8439547333651
"North West",2.41545908174949,1.6711301445048,0.856502813609083,1.02444386071387,"Rainfed",0.580416120355347,"Pannar","John Deere",9.06275224623546
"Free State",0.53763440013702,0.1477161998262,0.425543624497427,-0.589431232076807,"Rainfed",1.63488538942705,"Pioneer","John Deere",7.0756675957268
"Free State",-1.10884081472397,-1.68709698805323,-0.911624805853537,-0.963311560123331,"Rainfed",-0.85675628112076,"Dekalb","John Deere",5.1844422088242
"North West",1.3617882430794,0.21182780872049,-0.601458879512779,0.303441450670555,"Rainfed",1.18296998839632,"Dekalb","John Deere",8.70060361073636
"Mpumalanga",1.42363414013178,-0.386547207626213,-0.434166704836524,-0.514449333805582,"Rainfed",-0.278630272594961,"Dekalb","John Deere",7.35580182989834
"Free State",-0.0858638657021032,0.266780616344167,-0.708094652346012,0.444436824086449,"Irrigated",0.425706343425909,"Pannar","John Deere",6.42170188693788
"Free State",-1.68652730496874,-0.0476715606135397,-0.716147536530739,0.138775321133745,"Rainfed",-0.514766247908315,"Dekalb","John Deere",5.52631828451313
"North West",-0.240249549455068,0.0347576508219754,1.6280210725974,-0.333757661304921,"Rainfed",0.498989921971432,"Dekalb","John Deere",6.85734677697824
"Free State",0.483118387179742,1.01169645302067,0.575561063745155,-1.1106289367268,"Rainfed",0.079645000294268,"Dekalb","John Deere",7.47003699826466
"Free State",-0.860540991002587,0.663662004737388,-0.985139845346363,0.0257143804071321,"Rainfed",-0.0180664377664307,"Pannar","Case",4.57464023143374
"Mpumalanga",2.41408472848166,-0.288853327406343,0.520489726739929,-0.723516508985353,"Irrigated",2.34736462528632,"Dekalb","John Deere",9.91826320696324
"Free State",-0.334163689423488,0.804096957553451,0.513346039156704,1.15470653104388,"Rainfed",-0.551408037181078,"Pannar","New Holland",5.47767582226853
"Free State",-0.137631172123721,-1.59245604159023,1.68140390162841,-0.127483929394078,"Rainfed",0.185499058193357,"Pioneer","Case",7.62573181056374
"Free State",-0.377684876238122,0.303415821426617,-0.535996724204679,0.751862606998474,"Rainfed",0.275067876415665,"Dekalb","Case",6.38287471557703
"Free State",-0.341951691274528,-0.789534463533177,-1.16568031335878,0.173178780340543,"Rainfed",-0.331557301544505,"Dekalb","John Deere",6.16620345235507
"North West",-1.35622440293347,2.11380553925108,-1.21373784800957,-0.024714621763516,"Rainfed",0.112215479647834,"Pioneer","New Holland",3.28452267093223
"Free State",-1.5944456360241,-0.0324068918291848,0.70505663684471,-0.570024152524254,"Rainfed",-0.274558962675765,"Pioneer","John Deere",3.83443520043969
"Free State",0.936196847807878,-0.0720950306685078,-0.531710511654744,-0.411385979515132,"Rainfed",0.555988260840173,"Dekalb","John Deere",7.28270346246999
"Free State",0.251310802672323,0.755250017443516,2.11781827034907,-0.54355995313441,"Rainfed",-0.592121136373035,"Dekalb","John Deere",8.56527426764435
"Mpumalanga",-0.737307314653782,0.4102685029171,0.177073181829978,-0.685290443200021,"Rainfed",0.816552095668703,"Dekalb","John Deere",6.29922467554585
"Mpumalanga",0.0167545116292441,0.825467493851547,0.0647224589301637,1.77808545000466,"Rainfed",0.828766025426291,"Dekalb","John Deere",8.56958337850414
"North West",0.25085268491638,-0.0293539580723145,1.57217042421946,-0.727192092233942,"Rainfed",-1.0155373679694,"Dekalb","New Holland",8.08474211405565
"Mpumalanga",0.520225925411167,-0.371282538841858,-1.21217922526414,0.15333063079816,"Rainfed",1.57381574063912,"Dekalb","John Deere",7.37141041976176
"Mpumalanga",0.052487696592838,1.12160206826803,1.00262369599323,0.392684611946308,"Rainfed",-0.482195768554749,"Dekalb","John Deere",7.03857001559985
"Free State",-1.38554393931386,0.312574622697231,1.74063156595479,-1.65358609420844,"Rainfed",-1.0114660580502,"Pannar","John Deere",3.36057474689498
"Mpumalanga",0.871144126463899,-1.27495093087566,-0.757191268827087,-0.859072019193333,"Rainfed",-0.1442770452615,"Pannar","New Holland",7.52239659304846
"Mpumalanga",0.179844432745136,-0.673522980772082,-0.411047134112632,-1.04211606497309,"Rainfed",-0.938182479504676,"Pannar","Case",5.99281790970601
"Mpumalanga",1.0195742793896,-0.185053579672732,0.376317122787566,0.329758626730456,"Rainfed",1.13411426936597,"Pannar","New Holland",8.47945068825601
"North West",0.834036588232475,1.69555361455976,-1.01124677633233,-0.137481515830242,"Rainfed",-1.29238644247471,"Dekalb","New Holland",4.95311272751703
"Free State",-0.252618728865543,-0.429288280222407,-0.108024895355099,-0.551646236281307,"Rainfed",-0.901540690231914,"Dekalb","New Holland",6.25230400062031
"Free State",-0.603078812162332,0.330892225238456,-0.774595889484399,-0.0089831254595526,"Rainfed",-1.22724548376758,"Pannar","New Holland",5.01367506625223
"Free State",-0.461520425575785,0.599550395843099,0.0331603483351871,-0.450641208610068,"Rainfed",0.140714649082205,"Pannar","John Deere",6.66276042795368
"Free State",-0.615447991572806,1.2925663586528,-0.541711674271259,-0.478281594639461,"Rainfed",-0.946325099343068,"Dekalb","John Deere",4.47764487926834
"Free State",-0.247121315794221,-0.285800393649473,0.39177346501309,0.432527934361019,"Rainfed",0.0185753515063308,"Dekalb","John Deere",6.5644035189749
"Mpumalanga",-0.328208158596223,0.263727682587296,-0.406631036333911,-1.2526534734523,"Rainfed",-0.754973533140866,"Dekalb","John Deere",4.92211826867032
"Free State",0.677360315699792,-2.18777812418007,-0.496771385111334,0.0893754822727025,"Rainfed",0.995689732113318,"Pioneer","John Deere",7.45883762487925
"Free State",-1.53122538570389,0.0958163259593939,-0.158420364124033,-1.11136405337652,"Rainfed",-1.11324880603009,"Pannar","John Deere",4.62352209298284
"Free State",1.95779944356192,-1.44591522126043,1.38890236640254,-0.649269727363844,"Irrigated",2.64049893946841,"Dekalb","New Holland",9.93308945086453
"Free State",-1.21283354532315,-0.969657555188562,0.119144369791461,-0.475635174700476,"Rainfed",-0.241988483322199,"Dekalb","John Deere",5.50783484992964
"Mpumalanga",1.6659784330259,-0.34380613503002,0.334234308660931,1.34613090663043,"Rainfed",0.287281806173253,"Dekalb","Case",9.14370160763113
"Mpumalanga",1.07500652785876,0.541544654462551,-0.571585276892019,0.920792413103648,"Rainfed",1.34582238516415,"Dekalb","New Holland",6.95054654777955
"Free State",-0.380433582773784,-2.12671944904265,-1.19347575231897,-1.2263362973924,"Rainfed",0.112215479647834,"Dekalb","John Deere",5.27099450860375
"Free State",0.774481279959818,-1.00018689275727,2.00494800653412,1.21028134976256,"Rainfed",-0.00178119808964762,"Pioneer","Case",7.90344663911349
"Free State",-0.0638742134168146,-0.27664159237886,0.864425812565024,-0.364044467273299,"Irrigated",-0.612477685969013,"Pannar","New Holland",6.55784626328274
"Free State",-1.24581802375108,-0.887228343753047,-1.22088153559279,0.0883463189630971,"Rainfed",-0.0994926361503463,"Dekalb","John Deere",4.33882905185253
"Free State",0.277423514761104,-0.169788910888377,-1.06982501451478,1.43890262782482,"Rainfed",-0.987038198535025,"Pannar","Case",5.78319326429142
"Free State",0.0346211041110411,-0.0354598255860562,0.162785806663527,-0.173208185006532,"Irrigated",1.31325190581059,"Pioneer","John Deere",7.20407291761607
"Free State",-0.735932961385951,-0.236953453539538,-0.59093817598112,-1.1140104733155,"Rainfed",-1.06846439691894,"Pannar","Case",3.87044465059129
"Free State",1.11486277262585,-2.95711743091154,0.0788799488678282,0.19729060645129,"Rainfed",-0.189061454372653,"Dekalb","John Deere",8.74821407378925
"Free State",-0.13625681885589,1.98863525521937,1.67854642659512,-0.348312970969336,"Irrigated",-1.46338145908093,"Pannar","John Deere",6.37992540229407
"Free State",-0.308050977334708,-0.508664557901051,-1.27907011808888,-1.54552394669991,"Rainfed",-1.03182260764618,"Pioneer","Case",5.3574872338054
"Free State",-0.45556489474852,0.315627556454102,2.29835873836149,0.262274918286353,"Irrigated",0.572273500516957,"Dekalb","New Holland",7.41732707961893
"Mpumalanga",0.584362411243259,0.220986609991102,0.353197552063674,-0.0779370672030917,"Rainfed",-1.33717085158586,"Pioneer","John Deere",6.12984302336805
"Free State",-1.562835510864,0.953690711640127,-0.55755767218314,-0.910089114683756,"Rainfed",-1.28424382263632,"Pioneer","John Deere",3.96735212825216
"Free State",-0.309425330602539,0.428586105458326,0.0356281676821194,0.636302269662821,"Rainfed",-0.258273722998982,"Pannar","John Deere",6.26315661936676
"Free State",-0.894899822698351,-0.356017870057505,-1.01748126731405,-1.42275946619702,"Rainfed",-1.5936633764952,"Pioneer","New Holland",3.94021678947233
"Mpumalanga",1.59405394534277,0.0133871145238788,1.36110692744235,-0.483133364527599,"Rainfed",0.98347580235573,"Pioneer","John Deere",7.89961367925615
"Free State",-0.397842057499637,-1.16199238187143,0.562572540866564,-0.278770935906023,"Rainfed",-1.9722951989804,"Dekalb","John Deere",6.20351944744511
"Free State",0.799219638780767,0.169086736124297,-1.01942954574584,-0.897592131638551,"Rainfed",-1.24760203336355,"Dekalb","John Deere",5.6503435888944
"Free State",-0.730893666070572,-0.627728974419017,-1.00358354783396,-0.413591329464285,"Rainfed",0.938691393244576,"Dekalb","New Holland",4.87314182600462
"Mpumalanga",-0.371729345410857,1.78408869350902,-0.422347149017006,-0.880096355375265,"Rainfed",0.80026685599192,"Pannar","John Deere",5.57332005301601
"Free State",1.12723195203632,-2.2152545279919,-0.0219109886700397,1.22395451944731,"Irrigated",1.72445420764936,"Pioneer","John Deere",9.19908791903966
"North West",0.513354159072014,0.562915190760647,-0.54106224812733,2.59435897785142,"Irrigated",2.070515550781,"Pannar","John Deere",7.68775773455426
"Mpumalanga",1.95963191458569,0.190457272422394,-0.357014878937692,1.33084048031629,"Rainfed",0.209926917708533,"Dekalb","Case",9.44438856095645
"Mpumalanga",-0.415708649981434,0.630079733411807,-0.527034643418451,1.77396879676624,"Rainfed",1.04861676106286,"Dekalb","John Deere",6.17435937846692
"Mpumalanga",0.384623069651886,-0.252218122323893,-1.1028158626264,-0.699257659544662,"Rainfed",-0.901540690231914,"Pannar","John Deere",5.06318616155496
"Free State",-0.207265071027135,-1.2596862620913,-0.349741306125681,1.45977994067681,"Rainfed",0.853193884941465,"Pioneer","Case",6.27316248866241
"Free State",0.766235160352835,-0.47508228657547,-0.846422421003009,0.196555489801572,"Rainfed",-1.12139142586849,"Dekalb","John Deere",6.71071932037828
"North West",-0.187566007521564,1.16129020710735,-1.4162289196868,-0.85686666924418,"Rainfed",-0.0913500163119556,"Pioneer","John Deere",4.30869074545324
"Free State",-1.4533453671935,-1.65351471672765,-1.04527670627424,-1.06431658779457,"Rainfed",-2.15143283542502,"Dekalb","John Deere",3.8556047225242
"Mpumalanga",1.55877887813512,-0.185053579672732,-0.586002537287255,2.08874574617545,"Rainfed",-0.795686632332823,"Pioneer","New Holland",7.34518212513603
"Free State",1.06034675966857,-0.511717491657922,1.90285821670839,0.244044025373349,"Rainfed",-0.1442770452615,"Pioneer","John Deere",8.59842235643293
"Mpumalanga",0.552294168327213,0.169086736124297,-0.510149563676283,-0.0426514680166328,"Rainfed",-0.502552318150729,"Dekalb","Case",6.38703472564818
