"temperature_C_cat","rainfall_mm_cat","fertiliser_kgha_cat","chem_weed_control_kgha_cat","soil_organic_matter_cat","region","irrigation","seed_brand","tractor_brand","temperature_mean","rainfall_mean","fertiliser_mean","chem_weed_control_mean","soil_organic_matter_mean","temperature_C_z","rainfall_mm_z","fertiliser_kgha_z","chem_weed_control_kgha_z","soil_organic_matter_z","yield_tha"
"Low","Low","Low","Low","Low","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,6.82123691331585
"Low","Low","Low","Low","Low","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,4.08088875481332
"Low","Low","Low","Low","Low","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,4.58527673222016
"Low","Low","Low","Low","Low","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,5.00128672777391
"Low","Low","Low","Low","Low","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,6.23468260160316
"Low","Low","Low","Low","Low","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,4.89544139179026
"Low","Low","Low","Low","Low","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,5.41456374844181
"Low","Low","Low","Low","Low","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,4.34952513376267
"Low","Low","Low","Low","Low","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,144.721044776119,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,-1.18148746836324,3.75977918577692
"Low","Low","Low","Low","Medium","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,4.32873178965792
"Low","Low","Low","Low","Medium","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,4.27858287795574
"Low","Low","Low","Low","Medium","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,3.96837509189416
"Low","Low","Low","Low","Medium","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.38332187546754
"Low","Low","Low","Low","Medium","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.3471370276853
"Low","Low","Low","Low","Medium","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.63077616986566
"Low","Low","Low","Low","Medium","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,6.02550424764971
"Low","Low","Low","Low","Medium","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,4.42554900522036
"Low","Low","Low","Low","Medium","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.18886152298689
"Low","Low","Low","Low","Medium","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.24260103080443
"Low","Low","Low","Low","Medium","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.87542206497689
"Low","Low","Low","Low","Medium","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,6.28902051626197
"Low","Low","Low","Low","Medium","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.06217031109985
"Low","Low","Low","Low","Medium","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,4.83244301323563
"Low","Low","Low","Low","Medium","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,4.69333719958844
"Low","Low","Low","Low","Medium","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.5470073663706
"Low","Low","Low","Low","Medium","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.9502372310731
"Low","Low","Low","Low","Medium","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.97778289047204
"Low","Low","Low","Low","Medium","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,4.86270396594861
"Low","Low","Low","Low","Medium","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,144.721044776119,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,0.0101803691264333,5.22417664716671
"Low","Low","Low","Low","High","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.01987467807561
"Low","Low","Low","Low","High","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.7288260505592
"Low","Low","Low","Low","High","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,4.49368590110894
"Low","Low","Low","Low","High","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.53138838392052
"Low","Low","Low","Low","High","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,4.48765190293531
"Low","Low","Low","Low","High","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.62855867525725
"Low","Low","Low","Low","High","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,4.33866624220301
"Low","Low","Low","Low","High","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.38356527327337
"Low","Low","Low","Low","High","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.56546182781625
"Low","Low","Low","Low","High","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,6.17872493962683
"Low","Low","Low","Low","High","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.62864408002855
"Low","Low","Low","Low","High","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.64446288568134
"Low","Low","Low","Low","High","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.02655016399079
"Low","Low","Low","Low","High","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,4.71665579084408
"Low","Low","Low","Low","High","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.24063918716752
"Low","Low","Low","Low","High","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.92438216368462
"Low","Low","Low","Low","High","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.03934002016468
"Low","Low","Low","Low","High","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.49082635324661
"Low","Low","Low","Low","High","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,5.41464824720682
"Low","Low","Low","Low","High","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,144.721044776119,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-1.16038181241284,1.2989009578967,4.5387955245154
"Low","Low","Low","Medium","Medium","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,4.74720281145018
"Low","Low","Low","Medium","Medium","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.5441460503336
"Low","Low","Low","Medium","Medium","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,4.43748882332042
"Low","Low","Low","Medium","Medium","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.25783517555022
"Low","Low","Low","Medium","Medium","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.13134357957083
"Low","Low","Low","Medium","Medium","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,4.70749486068716
"Low","Low","Low","Medium","Medium","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.46172240525765
"Low","Low","Low","Medium","Medium","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.69534307665249
"Low","Low","Low","Medium","Medium","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.25551447517001
"Low","Low","Low","Medium","Medium","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.9415491347271
"Low","Low","Low","Medium","Medium","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,6.21270216097338
"Low","Low","Low","Medium","Medium","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,6.09697802763611
"Low","Low","Low","Medium","Medium","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,4.79146420393264
"Low","Low","Low","Medium","Medium","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,4.65574512157075
"Low","Low","Low","Medium","Medium","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.26186907144728
"Low","Low","Low","Medium","Medium","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,6.18781801447515
"Low","Low","Low","Medium","Medium","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.62813960470532
"Low","Low","Low","Medium","Medium","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,5.19578293337331
"Low","Low","Low","Medium","Medium","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,3.68928190299734
"Low","Low","Low","Medium","Medium","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,200.322781954887,3.64706015037594,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,0.0101803691264333,4.31840153262989
"Low","Low","Low","Medium","High","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,4.84470927390018
"Low","Low","Low","Medium","High","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.79326736253737
"Low","Low","Low","Medium","High","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.27890713150287
"Low","Low","Low","Medium","High","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.74679928602455
"Low","Low","Low","Medium","High","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.6125617408905
"Low","Low","Low","Medium","High","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.20145626443305
"Low","Low","Low","Medium","High","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.97251422851074
"Low","Low","Low","Medium","High","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.29757121215833
"Low","Low","Low","Medium","High","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,6.0568180286162
"Low","Low","Low","Medium","High","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.65169795258837
"Low","Low","Low","Medium","High","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,6.51029658702216
"Low","Low","Low","Medium","High","North West","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,6.90220753272076
"Low","Low","Low","Medium","High","Free State","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,4.58478578178419
"Low","Low","Low","Medium","High","Mpumalanga","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,4.66121491487373
"Low","Low","Low","Medium","High","North West","Rainfed","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.66182386371857
"Low","Low","Low","Medium","High","Free State","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,6.74703509618908
"Low","Low","Low","Medium","High","Mpumalanga","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.58160599442026
"Low","Low","Low","Medium","High","North West","Irrigated","Pioneer","John Deere",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.36573543898189
"Low","Low","Low","Medium","High","Free State","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.23353198333679
"Low","Low","Low","Medium","High","Mpumalanga","Rainfed","Pannar","New Holland",19.9113432835821,408,135.153059701493,200.322781954887,3.92764661654135,-1.15771721515279,-1.18155572794745,-1.11851500073808,-0.189510256158578,1.2989009578967,5.65946631217661
"Low","Low","Low","High","Low","Free State","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,4.95417280699277
"Low","Low","Low","High","Low","Mpumalanga","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,5.30116643637927
"Low","Low","Low","High","Low","North West","Rainfed","Pannar","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,5.03481337734498
"Low","Low","Low","High","Low","Free State","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,6.03391588500036
"Low","Low","Low","High","Low","Mpumalanga","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,5.6732089507709
"Low","Low","Low","High","Low","North West","Irrigated","Pannar","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,6.06541101965712
"Low","Low","Low","High","Low","Free State","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,5.77561094663756
"Low","Low","Low","High","Low","Mpumalanga","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,5.88681616693389
"Low","Low","Low","High","Low","North West","Rainfed","Dekalb","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,6.22046903994581
"Low","Low","Low","High","Low","Free State","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,5.81098161914432
"Low","Low","Low","High","Low","Mpumalanga","Irrigated","Dekalb","John Deere",19.9113432835821,408,135.153059701493,285.840977443609,3.38760447761194,-1.15771721515279,-1.18155572794745,-1.11851500073808,1.30373775649338,-1.18148746836324,6.49855883075796
